VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,congestion_surcharge,Airport_fee
2,2024-10-01 00:34:26,2024-10-01 00:42:45,1.0,0.88,1.0,N,230,170,1,9.3,1.0,0.5,3.58,0.0,1.0,17.88,2.5,0.0
2,2024-10-01 00:09:55,2024-10-01 00:16:15,1.0,1.28,1.0,N,162,237,1,9.3,1.0,0.5,2.86,0.0,1.0,17.16,2.5,0.0
1,2024-10-01 00:47:31,2024-10-01 01:05:50,2.0,3.6,1.0,N,114,229,1,19.8,3.5,0.5,4.95,0.0,1.0,29.75,2.5,0.0
2,2024-10-01 00:05:17,2024-10-01 00:22:02,1.0,4.75,1.0,N,79,239,1,21.9,1.0,0.5,5.38,0.0,1.0,32.28,2.5,0.0
2,2024-10-01 00:47:22,2024-10-01 00:51:28,1.0,1.95,1.0,N,132,10,1,9.3,1.0,0.5,0.0,0.0,1.0,11.8,0.0,0.0
2,2024-10-01 00:09:36,2024-10-01 00:16:49,1.0,1.32,1.0,N,249,144,1,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0
2,2024-10-01 00:04:40,2024-10-01 00:24:10,1.0,2.65,1.0,N,186,143,1,19.8,1.0,0.5,4.96,0.0,1.0,29.76,2.5,0.0
2,2024-10-01 00:50:29,2024-10-01 00:54:00,2.0,0.72,1.0,N,186,48,1,5.8,1.0,0.5,2.7,0.0,1.0,13.5,2.5,0.0
2,2024-10-01 00:47:38,2024-10-01 01:11:58,1.0,18.39,2.0,N,132,148,1,70.0,0.0,0.5,5.0,0.0,1.0,80.75,2.5,1.75
2,2024-10-01 00:35:13,2024-10-01 00:47:07,1.0,2.79,1.0,N,163,151,1,15.6,1.0,0.5,4.12,0.0,1.0,24.72,2.5,0.0
2,2024-10-01 00:20:56,2024-10-01 00:35:16,1.0,6.48,1.0,N,70,121,1,26.8,6.0,0.5,5.0,0.0,1.0,41.05,0.0,1.75
1,2024-10-01 00:12:16,2024-10-01 00:14:25,1.0,0.3,1.0,N,161,161,1,4.4,3.5,0.5,1.85,0.0,1.0,11.25,2.5,0.0
1,2024-10-01 00:32:15,2024-10-01 01:08:59,1.0,8.6,1.0,N,234,228,1,40.1,3.5,0.5,9.0,0.0,1.0,54.1,2.5,0.0
2,2024-10-01 00:26:50,2024-10-01 00:39:01,1.0,3.12,1.0,N,166,141,1,16.3,1.0,0.5,4.26,0.0,1.0,25.56,2.5,0.0
2,2024-10-01 00:08:20,2024-10-01 00:20:32,2.0,4.51,1.0,N,79,263,1,19.1,1.0,0.5,4.82,0.0,1.0,28.92,2.5,0.0
2,2024-10-01 00:01:09,2024-10-01 00:10:57,1.0,1.99,1.0,N,163,140,1,12.8,1.0,0.5,3.56,0.0,1.0,21.36,2.5,0.0
2,2024-10-01 00:10:14,2024-10-01 00:21:25,1.0,1.57,1.0,N,231,79,1,12.1,1.0,0.5,2.5,0.0,1.0,19.6,2.5,0.0
2,2024-10-01 00:11:31,2024-10-01 00:17:50,1.0,1.21,1.0,N,144,249,1,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0
2,2024-10-01 00:26:58,2024-10-01 00:47:23,1.0,6.38,1.0,N,125,238,1,29.6,1.0,0.5,6.92,0.0,1.0,41.52,2.5,0.0
2,2024-10-01 00:42:22,2024-10-01 00:48:16,1.0,0.78,1.0,N,158,90,1,7.2,1.0,0.5,2.44,0.0,1.0,14.64,2.5,0.0
2,2024-10-01 00:50:29,2024-10-01 01:19:33,2.0,5.61,1.0,N,68,37,1,31.0,1.0,0.5,2.0,0.0,1.0,38.0,2.5,0.0
2,2024-10-01 00:54:23,2024-10-01 01:20:16,1.0,6.1,1.0,N,100,49,1,30.3,1.0,0.5,7.06,0.0,1.0,42.36,2.5,0.0
2,2024-10-01 00:31:45,2024-10-01 00:37:15,2.0,0.86,1.0,N,161,163,2,7.2,1.0,0.5,0.0,0.0,1.0,12.2,2.5,0.0
2,2024-10-01 00:03:13,2024-10-01 00:18:03,1.0,1.77,1.0,N,170,48,2,14.9,1.0,0.5,0.0,0.0,1.0,19.9,2.5,0.0
2,2024-10-01 00:17:06,2024-10-01 00:23:09,1.0,0.95,1.0,N,230,164,2,7.2,1.0,0.5,0.0,0.0,1.0,12.2,2.5,0.0
2,2024-10-01 00:46:00,2024-10-01 00:52:05,1.0,1.22,1.0,N,249,125,1,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0
2,2024-10-01 00:07:39,2024-10-01 00:14:13,1.0,1.11,1.0,N,186,48,1,8.6,1.0,0.5,1.0,0.0,1.0,14.6,2.5,0.0
2,2024-10-01 00:33:47,2024-10-01 01:03:56,1.0,11.61,1.0,N,132,85,4,-49.2,-1.0,-0.5,0.0,0.0,-1.0,-53.45,0.0,-1.75
2,2024-10-01 00:33:47,2024-10-01 01:03:56,1.0,11.61,1.0,N,132,85,4,49.2,1.0,0.5,0.0,0.0,1.0,53.45,0.0,1.75
2,2024-10-01 00:21:49,2024-10-01 00:29:39,1.0,1.68,1.0,N,48,246,1,10.7,1.0,0.5,3.14,0.0,1.0,18.84,2.5,0.0
1,2024-10-01 00:18:44,2024-10-01 00:26:16,1.0,1.3,1.0,N,234,170,2,10.0,3.5,0.5,0.0,0.0,1.0,15.0,2.5,0.0
1,2024-10-01 00:35:56,2024-10-01 00:41:57,1.0,1.9,1.0,N,113,48,1,10.0,3.5,0.5,3.0,0.0,1.0,18.0,2.5,0.0
2,2024-10-01 00:12:19,2024-10-01 00:23:20,1.0,1.11,1.0,N,186,246,1,10.7,1.0,0.5,1.0,0.0,1.0,16.7,2.5,0.0
2,2024-10-01 00:30:50,2024-10-01 00:41:58,1.0,1.94,1.0,N,230,239,1,12.1,1.0,0.5,1.0,0.0,1.0,18.1,2.5,0.0
2,2024-10-01 00:32:06,2024-10-01 00:42:51,1.0,3.13,1.0,N,158,88,1,14.9,1.0,0.5,3.98,0.0,1.0,23.88,2.5,0.0
2,2024-10-01 00:00:37,2024-10-01 00:04:08,1.0,0.41,1.0,N,249,90,2,5.1,1.0,0.5,0.0,0.0,1.0,10.1,2.5,0.0
2,2024-10-01 00:32:33,2024-10-01 00:46:25,1.0,4.34,1.0,N,79,43,1,19.8,1.0,0.5,4.96,0.0,1.0,29.76,2.5,0.0
2,2024-10-01 00:48:24,2024-10-01 01:08:33,1.0,4.73,1.0,N,142,24,1,24.0,1.0,0.5,5.8,0.0,1.0,34.8,2.5,0.0
1,2024-10-01 00:14:40,2024-10-01 00:45:59,2.0,7.8,1.0,N,211,166,1,36.6,3.5,0.5,8.3,0.0,1.0,49.9,2.5,0.0
1,2024-10-01 00:04:56,2024-10-01 00:13:13,1.0,1.7,1.0,N,163,164,1,10.0,3.5,0.5,2.0,0.0,1.0,17.0,2.5,0.0
1,2024-10-01 00:16:52,2024-10-01 00:37:38,1.0,5.1,1.0,N,114,239,1,26.8,3.5,0.5,6.36,0.0,1.0,38.16,2.5,0.0
2,2024-10-01 00:05:45,2024-10-01 00:18:49,1.0,2.95,1.0,N,237,79,1,15.6,1.0,0.5,3.0,0.0,1.0,23.6,2.5,0.0
2,2024-10-01 00:41:29,2024-10-01 00:52:43,1.0,3.0,1.0,N,48,262,1,15.6,1.0,0.5,3.09,0.0,1.0,23.69,2.5,0.0
2,2024-09-30 23:45:31,2024-10-01 00:12:35,1.0,16.46,1.0,N,132,255,1,62.5,1.0,0.5,6.0,0.0,1.0,72.75,0.0,1.75
2,2024-10-01 00:08:10,2024-10-01 00:23:31,1.0,3.21,1.0,N,186,239,1,17.7,1.0,0.5,2.0,0.0,1.0,24.7,2.5,0.0
2,2024-10-01 00:12:18,2024-10-01 00:31:58,1.0,8.75,1.0,N,90,95,1,36.6,1.0,0.5,12.13,6.94,1.0,60.67,2.5,0.0
2,2024-10-01 00:21:02,2024-10-01 00:25:07,1.0,0.78,1.0,N,79,148,1,6.5,1.0,0.5,2.3,0.0,1.0,13.8,2.5,0.0
2,2024-10-01 00:28:29,2024-10-01 00:37:46,1.0,3.47,1.0,N,79,140,1,14.9,1.0,0.5,3.98,0.0,1.0,23.88,2.5,0.0
2,2024-10-01 00:58:47,2024-10-01 01:06:59,1.0,2.29,1.0,N,158,230,1,11.4,1.0,0.5,3.28,0.0,1.0,19.68,2.5,0.0
2,2024-10-01 00:10:09,2024-10-01 00:21:43,1.0,1.76,1.0,N,50,170,1,12.1,1.0,0.5,3.42,0.0,1.0,20.52,2.5,0.0
2,2024-10-01 00:10:18,2024-10-01 00:20:23,1.0,1.98,1.0,N,234,161,1,12.1,1.0,0.5,2.0,0.0,1.0,19.1,2.5,0.0
1,2024-10-01 00:03:27,2024-10-01 00:10:37,1.0,0.7,1.0,N,142,163,1,7.2,3.5,0.5,0.0,0.0,1.0,12.2,2.5,0.0
2,2024-10-01 00:27:03,2024-10-01 00:41:03,1.0,4.33,1.0,N,79,263,1,19.1,1.0,0.5,2.41,0.0,1.0,26.51,2.5,0.0
2,2024-10-01 00:33:46,2024-10-01 00:55:39,1.0,4.88,1.0,N,68,146,1,25.4,1.0,0.5,0.0,0.0,1.0,30.4,2.5,0.0
1,2024-10-01 00:36:15,2024-10-01 01:05:12,2.0,11.6,1.0,N,79,14,1,47.1,3.5,0.5,10.4,0.0,1.0,62.5,2.5,0.0
1,2024-10-01 00:29:30,2024-10-01 00:41:17,1.0,2.3,1.0,N,158,170,1,14.2,3.5,0.5,3.8,0.0,1.0,23.0,2.5,0.0
1,2024-10-01 00:55:20,2024-10-01 00:58:00,1.0,0.2,1.0,N,100,230,1,5.1,3.5,0.5,2.0,0.0,1.0,12.1,2.5,0.0
2,2024-10-01 00:10:53,2024-10-01 00:17:32,1.0,1.55,1.0,N,48,239,1,9.3,1.0,0.5,2.86,0.0,1.0,17.16,2.5,0.0
2,2024-10-01 00:31:17,2024-10-01 00:37:53,1.0,1.27,1.0,N,170,68,1,8.6,1.0,0.5,1.5,0.0,1.0,15.1,2.5,0.0
2,2024-10-01 00:46:41,2024-10-01 00:52:32,1.0,0.92,1.0,N,113,114,1,7.9,1.0,0.5,1.94,0.0,1.0,14.84,2.5,0.0
2,2024-09-30 23:55:23,2024-10-01 00:34:18,1.0,27.25,1.0,N,140,39,1,99.6,1.0,0.5,5.0,0.0,1.0,109.6,2.5,0.0
1,2024-10-01 00:20:12,2024-10-01 00:25:19,1.0,1.1,1.0,N,249,186,1,7.9,3.5,0.5,3.2,0.0,1.0,16.1,2.5,0.0
1,2024-10-01 00:31:52,2024-10-01 00:40:53,1.0,2.8,1.0,N,164,141,1,13.5,3.5,0.5,1.85,0.0,1.0,20.35,2.5,0.0
1,2024-10-01 00:54:35,2024-10-01 01:12:09,1.0,7.1,1.0,N,162,52,1,30.3,3.5,0.5,5.05,0.0,1.0,40.35,2.5,0.0
2,2024-10-01 00:07:12,2024-10-01 00:27:17,1.0,4.57,1.0,N,170,7,3,-23.3,-1.0,-0.5,0.0,0.0,-1.0,-28.3,-2.5,0.0
2,2024-10-01 00:07:12,2024-10-01 00:27:17,1.0,4.57,1.0,N,170,7,3,23.3,1.0,0.5,0.0,0.0,1.0,28.3,2.5,0.0
2,2024-10-01 00:10:17,2024-10-01 00:35:53,1.0,17.77,2.0,N,132,229,1,70.0,0.0,0.5,16.19,6.94,1.0,98.88,2.5,1.75
2,2024-10-01 00:45:35,2024-10-01 00:52:44,1.0,2.08,1.0,N,163,263,1,10.7,1.0,0.5,3.14,0.0,1.0,18.84,2.5,0.0
2,2024-10-01 00:36:06,2024-10-01 00:54:18,1.0,7.25,1.0,N,132,197,1,31.0,1.0,0.5,7.05,0.0,1.0,42.3,0.0,1.75
2,2024-10-01 00:53:16,2024-10-01 01:19:00,2.0,20.93,2.0,N,132,231,1,70.0,0.0,0.5,15.15,0.0,1.0,90.9,2.5,1.75
2,2024-10-01 00:44:10,2024-10-01 00:55:44,1.0,2.88,1.0,N,142,90,2,14.9,1.0,0.5,0.0,0.0,1.0,19.9,2.5,0.0
2,2024-10-01 00:27:32,2024-10-01 01:46:09,1.0,65.55,4.0,N,132,265,1,336.2,1.0,0.0,0.0,27.26,1.0,367.21,0.0,1.75
2,2024-09-30 23:57:52,2024-10-01 00:11:52,1.0,3.44,1.0,N,140,4,1,17.7,1.0,0.5,4.0,0.0,1.0,26.7,2.5,0.0
2,2024-10-01 00:51:38,2024-10-01 01:11:34,1.0,8.62,1.0,N,138,229,1,35.2,6.0,0.5,9.39,0.0,1.0,56.34,2.5,1.75
2,2024-10-01 00:24:06,2024-10-01 00:39:20,1.0,2.59,1.0,N,230,263,1,16.3,1.0,0.5,4.26,0.0,1.0,25.56,2.5,0.0
2,2024-10-01 00:56:53,2024-10-01 01:08:32,1.0,2.38,1.0,N,79,164,1,14.2,1.0,0.5,3.84,0.0,1.0,23.04,2.5,0.0
1,2024-10-01 00:12:50,2024-10-01 00:14:25,1.0,0.6,1.0,N,236,236,1,5.1,3.5,0.5,2.0,0.0,1.0,12.1,2.5,0.0
2,2024-10-01 00:14:11,2024-10-01 00:49:47,1.0,18.7,2.0,N,132,239,1,70.0,0.0,0.5,7.58,0.0,1.0,83.33,2.5,1.75
2,2024-10-01 00:27:14,2024-10-01 00:32:20,1.0,1.1,1.0,N,114,158,1,7.2,1.0,0.5,1.0,0.0,1.0,13.2,2.5,0.0
2,2024-10-01 00:51:42,2024-10-01 00:57:37,1.0,1.26,1.0,N,158,125,1,8.6,1.0,0.5,4.08,0.0,1.0,17.68,2.5,0.0
2,2024-10-01 00:58:38,2024-10-01 01:11:30,1.0,3.29,1.0,N,125,66,1,17.7,1.0,0.5,6.81,0.0,1.0,29.51,2.5,0.0
2,2024-10-01 00:45:46,2024-10-01 00:59:22,1.0,3.25,1.0,N,179,145,2,17.0,1.0,0.5,0.0,0.0,1.0,19.5,0.0,0.0
2,2024-10-01 00:34:50,2024-10-01 00:50:40,1.0,3.81,1.0,N,148,246,1,19.8,1.0,0.5,4.96,0.0,1.0,29.76,2.5,0.0
2,2024-10-01 00:26:45,2024-10-01 00:36:29,1.0,1.97,1.0,N,170,148,1,12.1,1.0,0.5,5.13,0.0,1.0,22.23,2.5,0.0
2,2024-10-01 00:40:03,2024-10-01 01:08:29,1.0,8.23,1.0,N,148,190,2,40.1,1.0,0.5,0.0,0.0,1.0,45.1,2.5,0.0
2,2024-10-01 00:15:50,2024-10-01 00:31:47,1.0,3.6,1.0,N,163,7,1,19.8,1.0,0.5,3.0,0.0,1.0,27.8,2.5,0.0
2,2024-10-01 00:10:22,2024-10-01 00:32:45,1.0,10.01,1.0,N,138,142,1,40.8,6.0,0.5,11.55,6.94,1.0,71.04,2.5,1.75
2,2024-10-01 00:32:03,2024-10-01 00:56:17,1.0,9.61,1.0,N,132,35,2,39.4,1.0,0.5,0.0,0.0,1.0,43.65,0.0,1.75
2,2024-10-01 00:15:48,2024-10-01 00:22:08,1.0,0.78,1.0,N,246,230,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0
1,2024-10-01 00:12:53,2024-10-01 00:26:43,1.0,3.8,1.0,N,234,262,1,19.1,3.5,0.5,7.2,0.0,1.0,31.3,2.5,0.0
2,2024-10-01 00:49:51,2024-10-01 00:57:55,1.0,5.46,1.0,N,132,28,1,21.9,1.0,0.5,1.0,0.0,1.0,27.15,0.0,1.75
2,2024-10-01 00:59:05,2024-10-01 01:15:20,1.0,10.28,1.0,N,28,112,1,40.1,1.0,0.5,1.0,0.0,1.0,43.6,0.0,0.0
2,2024-10-01 00:49:52,2024-10-01 01:00:26,1.0,2.17,1.0,N,158,144,1,12.8,1.0,0.5,1.0,0.0,1.0,18.8,2.5,0.0
2,2024-10-01 00:32:31,2024-10-01 01:05:26,1.0,11.66,1.0,N,132,72,2,50.6,1.0,0.5,0.0,0.0,1.0,54.85,0.0,1.75
1,2024-10-01 00:22:37,2024-10-01 00:45:27,1.0,8.5,1.0,N,138,162,1,35.2,10.25,0.5,11.75,0.0,1.0,58.7,2.5,1.75
1,2024-10-01 00:53:09,2024-10-01 01:01:46,0.0,1.6,1.0,N,161,48,1,9.3,3.5,0.5,1.0,0.0,1.0,15.3,2.5,0.0
2,2024-10-01 00:07:34,2024-10-01 00:10:56,1.0,0.64,1.0,N,137,107,4,-5.8,-1.0,-0.5,0.0,0.0,-1.0,-10.8,-2.5,0.0
2,2024-10-01 00:07:34,2024-10-01 00:10:56,1.0,0.64,1.0,N,137,107,4,5.8,1.0,0.5,0.0,0.0,1.0,10.8,2.5,0.0
2,2024-10-01 00:21:23,2024-10-01 00:24:29,1.0,0.79,1.0,N,162,237,2,5.8,1.0,0.5,0.0,0.0,1.0,10.8,2.5,0.0
2,2024-10-01 00:41:14,2024-10-01 01:00:31,2.0,7.2,1.0,N,234,152,1,31.0,1.0,0.5,9.0,0.0,1.0,45.0,2.5,0.0
2,2024-10-01 00:13:34,2024-10-01 00:46:57,1.0,12.7,1.0,N,132,188,1,52.0,1.0,0.5,10.9,0.0,1.0,67.15,0.0,1.75
2,2024-10-01 00:57:03,2024-10-01 01:24:19,2.0,20.07,2.0,N,132,244,1,70.0,0.0,0.5,0.0,6.94,1.0,80.19,0.0,1.75
2,2024-10-01 00:57:03,2024-10-01 01:04:08,1.0,1.29,1.0,N,68,234,1,8.6,1.0,0.5,3.4,0.0,1.0,17.0,2.5,0.0
1,2024-10-01 00:12:16,2024-10-01 00:23:02,1.0,2.1,1.0,N,141,75,1,12.8,3.5,0.5,3.55,0.0,1.0,21.35,2.5,0.0
2,2024-10-01 00:25:27,2024-10-01 00:34:54,1.0,1.65,1.0,N,137,114,1,11.4,1.0,0.5,1.0,0.0,1.0,17.4,2.5,0.0
2,2024-10-01 00:34:00,2024-10-01 02:20:20,1.0,37.95,1.0,N,186,265,2,-138.8,-1.0,-0.5,0.0,-6.94,-1.0,-150.74,-2.5,0.0
2,2024-10-01 00:34:00,2024-10-01 02:20:20,1.0,37.95,1.0,N,186,265,2,138.8,1.0,0.5,0.0,6.94,1.0,150.74,2.5,0.0
2,2024-10-01 00:17:59,2024-10-01 00:30:25,1.0,4.0,1.0,N,88,97,1,19.1,1.0,0.5,2.0,0.0,1.0,26.1,2.5,0.0
2,2024-10-01 00:14:24,2024-10-01 00:23:43,1.0,2.48,1.0,N,234,87,1,12.8,1.0,0.5,3.56,0.0,1.0,21.36,2.5,0.0
2,2024-10-01 00:00:05,2024-10-01 00:07:05,1.0,2.34,1.0,N,141,107,1,11.4,1.0,0.5,4.1,0.0,1.0,20.5,2.5,0.0
2,2024-10-01 00:11:13,2024-10-01 00:18:21,1.0,1.3,1.0,N,137,100,2,10.0,1.0,0.5,0.0,0.0,1.0,15.0,2.5,0.0
2,2024-10-01 00:08:29,2024-10-01 00:24:54,1.0,9.81,1.0,N,138,140,2,38.7,6.0,0.5,0.0,5.0,1.0,55.45,2.5,1.75
2,2024-10-01 00:12:04,2024-10-01 00:26:08,1.0,3.15,1.0,N,170,144,1,16.3,1.0,0.5,2.0,0.0,1.0,23.3,2.5,0.0
2,2024-10-01 00:15:37,2024-10-01 00:38:34,1.0,15.3,1.0,N,132,112,1,57.6,1.0,0.5,12.37,0.0,1.0,74.22,0.0,1.75
2,2024-10-01 00:47:01,2024-10-01 00:54:04,2.0,1.51,1.0,N,158,231,2,10.0,1.0,0.5,0.0,0.0,1.0,15.0,2.5,0.0
2,2024-10-01 00:00:57,2024-10-01 00:14:43,1.0,1.85,1.0,N,158,48,1,14.9,1.0,0.5,2.0,0.0,1.0,21.9,2.5,0.0
2,2024-10-01 00:08:58,2024-10-01 00:23:37,2.0,3.34,1.0,N,114,141,1,17.0,1.0,0.5,0.0,0.0,1.0,22.0,2.5,0.0
2,2024-10-01 00:25:07,2024-10-01 00:30:44,1.0,1.19,1.0,N,141,233,1,7.9,1.0,0.5,2.58,0.0,1.0,15.48,2.5,0.0
2,2024-10-01 00:37:51,2024-10-01 01:17:24,1.0,10.5,1.0,N,107,14,1,51.3,1.0,0.5,11.26,0.0,1.0,67.56,2.5,0.0
2,2024-10-01 00:39:58,2024-10-01 00:41:59,1.0,0.49,1.0,N,230,163,1,4.4,1.0,0.5,2.35,0.0,1.0,11.75,2.5,0.0
2,2024-10-01 00:13:57,2024-10-01 00:17:29,1.0,0.89,1.0,N,107,233,1,5.8,1.0,0.5,2.16,0.0,1.0,12.96,2.5,0.0
2,2024-10-01 00:23:35,2024-10-01 00:34:42,1.0,3.34,1.0,N,229,74,1,16.3,1.0,0.5,4.26,0.0,1.0,25.56,2.5,0.0
2,2024-10-01 00:39:23,2024-10-01 00:57:01,1.0,5.7,1.0,N,74,249,1,24.7,1.0,0.5,4.0,0.0,1.0,33.7,2.5,0.0
2,2024-10-01 00:00:18,2024-10-01 00:21:11,3.0,3.88,1.0,N,142,79,1,21.9,1.0,0.5,5.38,0.0,1.0,32.28,2.5,0.0
2,2024-10-01 00:02:36,2024-10-01 00:04:21,1.0,0.41,1.0,N,141,141,1,4.4,1.0,0.5,3.0,0.0,1.0,12.4,2.5,0.0
2,2024-10-01 00:37:13,2024-10-01 00:47:35,1.0,3.03,1.0,N,48,145,4,-14.9,-1.0,-0.5,0.0,0.0,-1.0,-19.9,-2.5,0.0
2,2024-10-01 00:37:13,2024-10-01 00:47:35,1.0,3.03,1.0,N,48,145,4,14.9,1.0,0.5,0.0,0.0,1.0,19.9,2.5,0.0
2,2024-10-01 00:16:30,2024-10-01 00:35:39,1.0,9.51,1.0,N,138,238,1,38.0,6.0,0.5,10.99,6.94,1.0,67.68,2.5,1.75
2,2024-10-01 00:33:59,2024-10-01 00:46:03,1.0,3.26,1.0,N,100,4,2,17.7,1.0,0.5,0.0,0.0,1.0,22.7,2.5,0.0
2,2024-10-01 00:58:54,2024-10-01 01:17:34,1.0,5.34,1.0,N,170,260,1,24.7,1.0,0.5,6.34,2.0,1.0,38.04,2.5,0.0
2,2024-10-01 00:29:22,2024-10-01 00:39:30,1.0,1.2,1.0,N,161,230,2,10.7,1.0,0.5,0.0,0.0,1.0,15.7,2.5,0.0
1,2024-10-01 00:09:03,2024-10-01 00:22:38,1.0,6.1,1.0,N,50,244,1,24.7,3.5,0.5,1.0,0.0,1.0,30.7,2.5,0.0
1,2024-10-01 00:02:22,2024-10-01 00:15:13,1.0,5.7,1.0,N,142,244,1,24.7,3.5,0.5,1.0,0.0,1.0,30.7,2.5,0.0
1,2024-10-01 00:06:53,2024-10-01 00:13:32,1.0,1.5,1.0,N,107,162,1,9.3,3.5,0.5,2.85,0.0,1.0,17.15,2.5,0.0
2,2024-10-01 00:10:36,2024-10-01 00:21:09,1.0,2.21,1.0,N,48,239,2,12.8,1.0,0.5,0.0,0.0,1.0,17.8,2.5,0.0
1,2024-10-01 00:55:29,2024-10-01 01:04:17,1.0,2.0,1.0,N,249,246,1,10.7,3.5,0.5,3.15,0.0,1.0,18.85,2.5,0.0
1,2024-10-01 00:19:48,2024-10-01 00:26:31,1.0,2.7,1.0,N,142,90,2,12.8,3.5,0.5,0.0,0.0,1.0,17.8,2.5,0.0
1,2024-10-01 00:29:37,2024-10-01 00:32:53,1.0,1.1,1.0,N,234,230,2,7.2,3.5,0.5,0.0,0.0,1.0,12.2,2.5,0.0
2,2024-10-01 00:24:00,2024-10-01 00:27:48,1.0,0.94,1.0,N,148,211,2,6.5,1.0,0.5,0.0,0.0,1.0,11.5,2.5,0.0
2,2024-10-01 00:12:02,2024-10-01 00:24:14,1.0,2.5,1.0,N,158,148,2,14.9,1.0,0.5,0.0,0.0,1.0,19.9,2.5,0.0
2,2024-10-01 00:42:47,2024-10-01 00:49:00,1.0,0.86,1.0,N,164,164,4,-7.9,-1.0,-0.5,0.0,0.0,-1.0,-12.9,-2.5,0.0
2,2024-10-01 00:42:47,2024-10-01 00:49:00,1.0,0.86,1.0,N,164,164,4,7.9,1.0,0.5,0.0,0.0,1.0,12.9,2.5,0.0
2,2024-10-01 00:58:50,2024-10-01 01:10:29,1.0,2.54,1.0,N,158,100,1,14.9,1.0,0.5,2.0,0.0,1.0,21.9,2.5,0.0
2,2024-10-01 00:03:43,2024-10-01 00:28:33,1.0,17.35,2.0,N,132,164,1,70.0,0.0,0.5,20.23,6.94,1.0,102.92,2.5,1.75
2,2024-10-01 00:25:02,2024-10-01 00:32:41,5.0,1.16,1.0,N,107,90,1,9.3,1.0,0.5,0.4,0.0,1.0,14.7,2.5,0.0
2,2024-10-01 00:13:26,2024-10-01 00:19:26,1.0,1.63,1.0,N,164,237,1,9.3,1.0,0.5,2.86,0.0,1.0,17.16,2.5,0.0
1,2024-10-01 00:12:57,2024-10-01 00:15:52,1.0,0.6,1.0,N,170,162,1,5.1,3.5,0.5,2.55,0.0,1.0,12.65,2.5,0.0
2,2024-10-01 00:47:56,2024-10-01 01:28:02,1.0,6.51,5.0,N,231,265,1,60.0,0.0,0.0,14.88,13.38,1.0,89.26,0.0,0.0
2,2024-10-01 00:16:43,2024-10-01 00:25:11,1.0,2.2,1.0,N,249,87,1,11.4,1.0,0.5,3.28,0.0,1.0,19.68,2.5,0.0
2,2024-10-01 00:50:24,2024-10-01 01:30:49,1.0,22.04,1.0,N,132,25,2,-85.6,-1.0,-0.5,0.0,0.0,-1.0,-89.85,0.0,-1.75
2,2024-10-01 00:50:24,2024-10-01 01:30:49,1.0,22.04,1.0,N,132,25,2,85.6,1.0,0.5,0.0,0.0,1.0,89.85,0.0,1.75
2,2024-10-01 00:18:18,2024-10-01 00:27:20,1.0,3.91,1.0,N,138,260,1,17.7,6.0,0.5,3.0,0.0,1.0,29.95,0.0,1.75
2,2024-10-01 00:26:44,2024-10-01 00:32:30,1.0,1.25,1.0,N,163,141,1,8.6,1.0,0.5,2.72,0.0,1.0,16.32,2.5,0.0
2,2024-10-01 00:01:39,2024-10-01 00:31:04,1.0,17.97,1.0,N,132,97,1,67.4,1.0,0.5,7.0,0.0,1.0,78.65,0.0,1.75
2,2024-10-01 00:14:19,2024-10-01 00:42:20,1.0,18.41,1.0,N,132,159,1,70.2,1.0,0.5,5.0,6.94,1.0,86.39,0.0,1.75
2,2024-10-01 00:40:45,2024-10-01 00:47:44,1.0,1.11,1.0,N,79,90,1,9.3,1.0,0.5,2.0,0.0,1.0,16.3,2.5,0.0
2,2024-10-01 00:35:44,2024-10-01 00:45:59,1.0,2.64,1.0,N,239,41,1,14.2,1.0,0.5,3.84,0.0,1.0,23.04,2.5,0.0
2,2024-10-01 00:06:13,2024-10-01 00:30:21,2.0,4.45,1.0,N,164,229,1,25.4,1.0,0.5,6.08,0.0,1.0,36.48,2.5,0.0
2,2024-10-01 00:01:09,2024-10-01 00:09:27,1.0,2.44,1.0,N,161,263,1,12.1,1.0,0.5,3.42,0.0,1.0,20.52,2.5,0.0
2,2024-10-01 00:08:35,2024-10-01 00:43:14,1.0,12.6,1.0,N,132,188,1,54.1,1.0,0.5,11.67,0.0,1.0,70.02,0.0,1.75
2,2024-10-01 00:32:24,2024-10-01 00:36:31,1.0,1.13,1.0,N,249,164,1,7.2,1.0,0.5,1.0,0.0,1.0,13.2,2.5,0.0
2,2024-10-01 00:29:40,2024-10-01 00:37:31,6.0,1.69,1.0,N,162,234,1,10.0,1.0,0.5,2.0,0.0,1.0,17.0,2.5,0.0
2,2024-10-01 00:45:15,2024-10-01 00:51:13,1.0,1.32,1.0,N,161,48,1,8.6,1.0,0.5,1.0,0.0,1.0,14.6,2.5,0.0
2,2024-10-01 00:06:56,2024-10-01 00:29:57,1.0,14.95,1.0,N,132,177,1,56.9,1.0,0.5,11.88,0.0,1.0,73.03,0.0,1.75
